Names,inchikey,smiles
1-arachidonylglycerol (20:4),DCPCOKIYJYGMDN-DOFZRALJSA-N,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC(CO)O
syringaldehyde,KCDXJAYRVLXPFO-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C=O
3-(3-hydroxyphenyl)propionate,QVWAEZJXDYOKEH-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)CCC(=O)O
caprylate (8:0),WWZKQHOCKIZLMA-UHFFFAOYSA-N,CCCCCCCC(=O)O
choline,OEYIOHPDSNJKLS-UHFFFAOYSA-N,C[N+](C)(C)CCO
linoleate (18:2n6),OYHQOLUKZRVURQ-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
taurochenodeoxycholic acid 3-sulfate,IJHJZQKOSUFQCX-WZJRQFJBSA-N,C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)S(=O)(=O)O)C)O)O)C
hydantoin-5-propionate,VWFWNXQAMGDPGG-UHFFFAOYSA-N,C(CC(=O)O)C1C(=O)NC(=O)N1
"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",QUZHZFAQJATMCA-VLTMIGNISA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC
enterolactone,HVDGDHBAMCBBLR-WMLDXEAASA-N,C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O
dibutyl sulfosuccinate,YPDHMBTYUUZFOA-UHFFFAOYSA-N,CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)O
thymidine,IQFYYKKMVGJFEH-XLPZGREQSA-N,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O
2-hydroxybehenate,RPGJJWLCCOPDAZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCC(C(=O)O)O
phenylacetylaspartate,SVFKZPQPMMZHLZ-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(=O)NC(CC(=O)O)C(=O)O
hexanoylglycine (C6),UPCKIPHSXMXJOX-UHFFFAOYSA-N,CCCCCC(=O)NCC(=O)O
guanidinosuccinate,VVHOUVWJCQOYGG-UHFFFAOYSA-N,C(C(C(=O)O)N=C(N)N)C(=O)O
O-desmethyltramadol,UWJUQVWARXYRCG-UHFFFAOYSA-N,CN(C)CC1CCCCC1(C2=CC(=CC=C2)O)O
eicosenoate (20:1n9 or 1n11),BITHHVVYSMSWAG-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCCCC(=O)O
cytosine,OPTASPLRGRRNAP-UHFFFAOYSA-N,C1=C(NC(=O)N=C1)N
3-hydroxytridecanoate,CWSNHZHHWHLJIM-UHFFFAOYSA-N,CCCCCCCCCCC(CC(=O)O)O
citrulline,RHGKLRLOHDJJDR-BYPYZUCNSA-N,C(C[C@@H](C(=O)O)N)CNC(=O)N
glycylvaline,STKYPAFSDFAEPH-UHFFFAOYSA-N,CC(C)C(C(=O)O)NC(=O)CN
caproate (6:0),FUZZWVXGSFPDMH-UHFFFAOYSA-N,CCCCCC(=O)O
margarate (17:0),KEMQGTRYUADPNZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCC(=O)O
picolinoylglycine,MNYZGNSHBPLAFN-UHFFFAOYSA-N,C1=CC=NC(=C1)C(=O)NCC(=O)O
dihydroferulic acid sulfate,UMCDODPBPQMWQP-UHFFFAOYSA-N,COC1=C(C=CC(=C1)CCC(=O)O)OS(=O)(=O)O
3-hydroxylaurate,MUCMKTPAZLSKTL-UHFFFAOYSA-N,CCCCCCCCCC(CC(=O)O)O
glycolithocholate,XBSQTYHEGZTYJE-OETIFKLTSA-N,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
nonadecanoate (19:0),ISYWECDDZWTKFF-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCC(=O)O
3-hydroxyisobutyrate,DBXBTMSZEOQQDU-UHFFFAOYSA-N,CC(CO)C(=O)O
loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
dCMP,NCMVOABPESMRCP-SHYZEUOFSA-N,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O
(3'-5')-cytidylylguanosine,CTMZLDSMFCVUNX-VMIOUTBZSA-N,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4NC(=NC5=O)N)O)O)O
N-carbamoylaspartate,HLKXYZVTANABHZ-REOHCLBHSA-N,C([C@@H](C(=O)O)NC(=O)N)C(=O)O
N6-carboxyethyllysine,XCYPSOHOIAZISD-UHFFFAOYSA-N,CC(C(=O)O)NCCCCC(C(=O)O)N
10-hydroxystearate,PAZZVPKITDJCPV-UHFFFAOYSA-N,CCCCCCCCC(CCCCCCCCC(=O)O)O
nicotinate,PVNIIMVLHYAWGP-UHFFFAOYSA-N,C1=CC(=CN=C1)C(=O)O
atenolol,METKIMKYRPQLGS-UHFFFAOYSA-N,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
5-hydroxymethylfurfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,C1=C(OC(=C1)C=O)CO
N-acetylglutamate,RFMMMVDNIPUKGG-YFKPBYRVSA-N,CC(=O)N[C@@H](CCC(=O)O)C(=O)O
tartronate (hydroxymalonate),ROBFUDYVXSDBQM-UHFFFAOYSA-N,C(C(=O)O)(C(=O)O)O
heneicosapentaenoate (21:5n3),OQOCQFSPEWCSDO-JLNKQSITSA-N,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O
"2,4,6-trihydroxybenzoate",IBHWREHFNDMRPR-UHFFFAOYSA-N,C1=C(C=C(C(=C1O)C(=O)O)O)O
N-methyl-GABA,AOKCDAVWJLOAHG-UHFFFAOYSA-N,CNCCCC(=O)O
orotidine,FKCRAVPPBFWEJD-XVFCMESISA-N,C1=C(N(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)O
malate,BJEPYKJPYRNKOW-UHFFFAOYSA-N,C(C(C(=O)O)O)C(=O)O
erythronate*,JPIJQSOTBSSVTP-PWNYCUMCSA-N,C([C@H]([C@H](C(=O)O)O)O)O
methylmalonate (MMA),ZIYVHBGGAOATLY-UHFFFAOYSA-N,CC(C(=O)O)C(=O)O
isoxanthohumol,YKGCBLWILMDSAV-UHFFFAOYSA-N,CC(=CCC1=C2C(=C(C=C1O)OC)C(=O)CC(O2)C3=CC=C(C=C3)O)C
5-acetylamino-6-formylamino-3-methyluracil,RDZNZFGKEVDNPK-UHFFFAOYSA-N,CC(=O)NC1=C(NC(=O)N(C1=O)C)NC=O
heme,KABFMIBPWCXCRK-UHFFFAOYSA-L,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2]
umbelliferone,ORHBXUUXSCNDEV-UHFFFAOYSA-N,C1=CC(=CC2=C1C=CC(=O)O2)O
chlorogenate,CWVRJTMFETXNAD-DUXPYHPUSA-N,C1C(C(C(CC1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
2-myristoylglycerol (14:0),TVIMZSOUQXNWHO-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(CO)CO
brilliant blue FCF (blue 1),QNOYBCOEQMOHFR-UHFFFAOYSA-N,CCN(CC1=CC(=CC=C1)S(=O)(=O)O)C2=CC=C(C=C2)C(C3=CC=C(C=C3)N(CC)CC4=CC(=CC=C4)S(=O)(=O)O)C5=CC=CC=C5S(=O)(=O)O
5-methylcytosine,LRSASMSXMSNRBT-UHFFFAOYSA-N,CC1=C(NC(=O)N=C1)N
N-palmitoyl-sphinganine (d18:0/16:0),GCGTXOVNNFGTPQ-JHOUSYSJSA-N,CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCCCC)O
3-(4-hydroxyphenyl)propionate,NMHMNPHRMNGLLB-UHFFFAOYSA-N,C1=CC(=CC=C1CCC(=O)O)O
indoleacetylglutamine,DVJIJAYHBZALOJ-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CC(=O)NC(CCC(=O)N)C(=O)O
2-methoxyacetaminophen sulfate*,NZKKXAGORRATJB-UHFFFAOYSA-N,CC(=O)NC1=C(C=C(C=C1)OS(=O)(=O)O)OC
ginkgolic acid C17:1,MBYNDKVOZOAOIS-FPLPWBNLSA-N,CCCCCC/C=C\CCCCCCCCCC1=C(C(=CC=C1)O)C(=O)O
montelukast,UCHDWCPVSPXUMX-TZIWLTJVSA-N,CC(C)(C1=CC=CC=C1CC[C@H](C2=CC=CC(=C2)/C=C/C3=NC4=C(C=CC(=C4)Cl)C=C3)SCC5(CC5)CC(=O)O)O
linolenoyl ethanolamide,HBJXRRXWHSHZPU-PDBXOOCHSA-N,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)NCCO
5alpha-pregnan-diol disulfate,LSQGWMYMIHQKSA-UHFFFAOYSA-N,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)C)OS(=O)(=O)O
N-palmitoyl-sphingosine (d18:1/16:0),YDNKGFDKKRUKPY-TURZORIXSA-N,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O
maltose,GUBGYTABKSRVRQ-DKBJLJRDSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O
N-(2-furoyl)glycine,KSPQDMRTZZYQLM-UHFFFAOYSA-N,C1=COC(=C1)C(=O)NCC(=O)O
gamma-glutamylphenylalanine,XHHOHZPNYFQJKL-QWRGUYRKSA-N,C1=CC=C(C=C1)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N
luteolin,IQPNAANSBPBGFQ-UHFFFAOYSA-N,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O
5-hydroxypicolinic acid,CGRRUFNHHQCLDZ-UHFFFAOYSA-N,C1=CC(=NC=C1O)C(=O)O
2-hydroxynervonate*,UFOOFOUFKSIFCD-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCCCCCCC(C(=O)O)O
"1,3,7-trimethylurate",BYXCFUMGEBZDDI-UHFFFAOYSA-N,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C
lignoceroyl sphingomyelin (d18:1/24:0),QEDPUVGSSDPBMD-XTAIVQBESA-N,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O
apigenin,KZNIFHPLKGYRTM-UHFFFAOYSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O
cystine,LEVWYRKDKASIDU-IMJSIDKUSA-N,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N
N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(=O)O
3'-sialyllactose,OIZGSVFYNBZVIK-FHHHURIISA-N,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C=O)O)O)CO)O)O
gamma-glutamylleucine,MYFMARDICOWMQP-YUMQZZPRSA-N,CC(C)C[C@@H](C(=O)O)NC(=O)CC[C@@H](C(=O)O)N
N-acetylproline,GNMSLDIYJOSUSW-UHFFFAOYSA-N,CC(=O)N1CCCC1C(=O)O
nifedipine,HYIMSNHJOBLJNT-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
myo-inositol,CDAISMWEOUEBRE-UHFFFAOYSA-N,C1(C(C(C(C(C1O)O)O)O)O)O
I-urobilinogen,OBHRVMZSZIDDEK-UHFFFAOYSA-N,CCC1=C(C(=O)NC1CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4C(=C(C(=O)N4)CC)C)C)CCC(=O)O)CCC(=O)O)C)C
serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,C([C@@H](C(=O)O)N)O
lansoprazole,MJIHNNLFOKEZEW-UHFFFAOYSA-N,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
"2,3-dihydroxyisovalerate",JTEYKUFKXGDTEU-UHFFFAOYSA-N,CC(C)(C(C(=O)O)O)O
1-palmitoylglycerol (16:0),QHZLMUACJMDIAE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(CO)O
laurate (12:0),POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O
indoleacrylate,SXOUIMVOMIGLHO-AATRIKPKSA-N,C1=CC=C2C(=C1)C=C(N2)/C=C/C(=O)O
levetiracetam,HPHUVLMMVZITSG-LURJTMIESA-N,CC[C@@H](C(=O)N)N1CCCC1=O
2-hydroxyadipate,OTTXIFWBPRRYOG-UHFFFAOYSA-N,C(CC(C(=O)O)O)CC(=O)O
phenethylamine,BHHGXPLMPWCGHP-UHFFFAOYSA-N,C1=CC=C(C=C1)CCN
eriodictyol,SBHXYTNGIZCORC-UHFFFAOYSA-N,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O
beta-guanidinopropanoate,KMXXSJLYVJEBHI-UHFFFAOYSA-N,C(CN=C(N)N)C(=O)O
3-indoleglyoxylic acid,DWLVFWDCSFTDOD-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)C(=O)C(=O)O
ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,CC1=NCC[C@H](N1)C(=O)O
arachidoyl ethanolamide (20:0)*,AUJVQJHODMISJP-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(=O)NCCO
N6-acetyllysine,DTERQYGMUDWYAZ-ZETCQYMHSA-N,CC(=O)NCCCC[C@@H](C(=O)O)N
chenodeoxycholate,RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
gamma-glutamylglutamine,JBFYFLXEJFQWMU-WDSKDSINSA-N,C(CC(=O)N[C@@H](CCC(=O)N)C(=O)O)[C@@H](C(=O)O)N
N-acetylserine,JJIHLJJYMXLCOY-BYPYZUCNSA-N,CC(=O)N[C@@H](CO)C(=O)O
putrescine,KIDHWZJUCRJVML-UHFFFAOYSA-N,C(CCN)CN
2-hydroxyphenylacetate,CCVYRRGZDBSHFU-UHFFFAOYSA-N,C1=CC=C(C(=C1)CC(=O)O)O
secoisolariciresinol,PUETUDUXMCLALY-HOTGVXAUSA-N,COC1=C(C=CC(=C1)C[C@@H](CO)[C@@H](CC2=CC(=C(C=C2)O)OC)CO)O
4-methyl-2-oxopentanoate,BKAJNAXTPSGJCU-UHFFFAOYSA-N,CC(C)CC(=O)C(=O)O
homo-cis-aconitate,BJYPZFUWWJSAKC-ARJAWSKDSA-N,C(CC(=O)O)/C(=C/C(=O)O)/C(=O)O
cysteine sulfinic acid,ADVPTQAUNPRNPO-UHFFFAOYSA-N,C(C(C(=O)O)N)S(=O)O
dihydrokaempferol,PADQINQHPQKXNL-LSDHHAIUSA-N,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O
pyrraline,VTYFITADLSVOAS-NSHDSACASA-N,C1=C(N(C(=C1)C=O)CCCC[C@@H](C(=O)O)N)CO
2-methoxyacetaminophen glucuronide*,XLGYMPUDHJPLNR-DKBOKBLXSA-N,CC(=O)NC1=CC(=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)OC
guanidinoacetate,BPMFZUMJYQTVII-UHFFFAOYSA-N,C(C(=O)O)N=C(N)N
3-sulfo-L-alanine,XVOYSCVBGLVSOL-REOHCLBHSA-N,C([C@@H](C(=O)O)N)S(=O)(=O)O
"1,2-dipalmitoyl-GPC (16:0/16:0)",KILNVBDSWZSGLL-KXQOOQHDSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
N-carboxymethylalanine,XYUPSBLFPTWJLC-UHFFFAOYSA-N,CC(C(=O)O)NCC(=O)O
palmitoyl ethanolamide,HXYVTAGFYLMHSO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)NCCO
biopterin,LHQIJBMDNUYRAM-DZSWIPIPSA-N,C[C@@H]([C@@H](C1=CN=C2C(=N1)C(=O)N=C(N2)N)O)O
CMP,IERHLVCPSMICTF-XVFCMESISA-N,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O
butyrylcarnitine (C4),QWYFHHGCZUCMBN-UHFFFAOYSA-N,CCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
stigmastadienone,MKGZDUKUQPPHFM-LPJPOILFSA-N,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(C)C
chrysin,RTIXKCRFFJGDFG-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O
1-palmitoyl-2-oleoyl-GPE (16:0/18:1),FHQVHHIBKUMWTI-OTMQOFQLSA-N,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP),RIJDKRLRDVBUHJ-UHFFFAOYSA-N,CCCCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C
soyasaponin II,IBZLICPLPYSFNZ-MZKFGPPESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H](CO[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)O)O)O)O)O
tryptamine,APJYDQYYACXCRM-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(=CN2)CCN
isovitexin,MYXNWGACZJSMBT-VJXVFPJBSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O
N-acetylmethionine sulfoxide,NPIMMZJBURSMON-UHFFFAOYSA-N,CC(=O)NC(CCS(=O)C)C(=O)O
(15:3)-anacardic acid,QUVGEKPNSCFQIR-AOSYACOCSA-N,C=CC/C=C/C/C=C/CCCCCCCC1=C(C(=CC=C1)O)C(=O)O
(3'-5')-adenylylguanosine*,LWBLDUTUVIXFJE-INFSMZHSSA-N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)N
3-ureidoisobutyrate,PHENTZNALBMCQD-UHFFFAOYSA-N,CC(CNC(=O)N)C(=O)O
2-oxo-1-pyrrolidinepropionate,XOMYTIUVNSWEAI-UHFFFAOYSA-N,C1CC(=O)N(C1)CCC(=O)O
ursodeoxycholate,RUDATBOHQWOJDD-UZVSRGJWSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
cetirizine,ZKLPARSLTMPFCP-UHFFFAOYSA-N,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
myristoylcarnitine (C14),PSHXNVGSVNEJBD-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
(3'-5')-guanylylcytidine,DQTQQHQGSZWEMR-VMIOUTBZSA-N,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O[C@@H]3[C@H](O[C@H]([C@@H]3O)N4C=NC5=C4NC(=NC5=O)N)CO)O)O
2'-deoxyuridine,MXHRCPNRJAMMIM-SHYZEUOFSA-N,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O
soyasaponin I,PTDAHAWQAGSZDD-IOVCITQVSA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5([C@H]([C@@]4(C)CO)CC[C@@]6([C@@H]5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
syringic acid,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)OC)C(=O)O
gentisic acid-5-glucoside,CBTFERBMQQAROP-BZNQNGANSA-N,C1=CC(=C(C=C1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)O
citalopram/escitalopram,WSEQXVZVJXJVFP-FQEVSTJZSA-N,CN(C)CCC[C@@]1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
o-Tyrosine,WRFPVMFCRNYQNR-UHFFFAOYSA-N,C1=CC=C(C(=C1)CC(C(=O)O)N)O
enterodiol,DWONJCNDULPHLV-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO
valerate (5:0),NQPDZGIKBAWPEJ-UHFFFAOYSA-N,CCCCC(=O)O
N-acetylglucosamine 6-sulfate,NHZWETQZLORZIR-OSMVPFSASA-N,CC(=O)N[C@@H](C=O)[C@H]([C@H]([C@@H](COS(=O)(=O)O)O)O)O
histidylalanine,FRJIAZKQGSCKPQ-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)C(CC1=CN=CN1)N
stearoylcarnitine (C18),FNPHNLNTJNMAEE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
lactose,GUBGYTABKSRVRQ-XLOQQCSPSA-N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O
1-palmitoyl-GPC (16:0),ASWBNKHCZGQVJV-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
N-acetylglucosaminylasparagine,YTTRPBWEMMPYSW-HRRFRDKFSA-N,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1NC(=O)C[C@@H](C(=O)O)N)CO)O)O
L-urobilin,TYOWQSLRVAUSMI-WKULSOCRSA-N,CCC1C(C(=O)NC1CC2=N/C(=C/C3=C(C(=C(N3)CC4C(C(C(=O)N4)CC)C)C)CCC(=O)O)/C(=C2C)CCC(=O)O)C
4-cholesten-3-one,NYOXRYYXRWJDKP-GYKMGIIDSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C
"N6,N6,N6-trimethyllysine",MXNRLFUSFKVQSK-QMMMGPOBSA-N,C[N+](C)(C)CCCC[C@@H](C(=O)[O-])N
diphenoxylate,HYPPXZBJBPSRLK-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4
3-phenylpropionate (hydrocinnamate),XMIIGOLPHOKFCH-UHFFFAOYSA-N,C1=CC=C(C=C1)CCC(=O)O
equol,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,C1[C@H](COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O
ergothioneine,SSISHJJTAXXQAX-UHFFFAOYSA-N,C[N+](C)(C)C(CC1=CN=C(N1)S)C(=O)[O-]
2-oxindole-3-acetate,ILGMGHZPXRDCCS-UHFFFAOYSA-N,C1=CC=C2C(=C1)C(C(=O)N2)CC(=O)O
N-acetylisoleucine,JDTWZSUNGHMMJM-UHFFFAOYSA-N,CCC(C)C(C(=O)O)NC(=O)C
4-ureidobutyrate,QYTWIMMLQKHPGL-UHFFFAOYSA-N,C(CC(=O)O)CNC(=O)N
3-hydroxymyristate,ATRNZOYKSNPPBF-UHFFFAOYSA-N,CCCCCCCCCCCC(CC(=O)O)O
butyrate/isobutyrate (4:0),FERIUCNNQQJTOY-UHFFFAOYSA-N,CCCC(=O)O
S-carboxymethyl-L-cysteine,GBFLZEXEOZUWRN-UHFFFAOYSA-N,C(C(C(=O)O)N)SCC(=O)O
spermidine,ATHGHQPFGPMSJY-UHFFFAOYSA-N,C(CCNCCCN)CN
1-linoleoyl-galactosylglycerol (18:2)*,LBHUIJRTHBBWHP-HJFVYBCQSA-N,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O
3-hydroxyphenylacetate,FVMDYYGIDFPZAX-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)CC(=O)O
metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,CC1=NC=C(N1CCO)[N+](=O)[O-]
palmitate (16:0),IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)O
deoxycholate,KXGVEGMKQFWNSR-LLQZFEROSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
lactate,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,CC(C(=O)O)O
sertraline,VGKDLMBJGBXTGI-SJCJKPOMSA-N,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
isoleucine,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CC[C@H](C)[C@@H](C(=O)O)N
trizma acetate,LENZDBCJOHFCAS-UHFFFAOYSA-N,C(C(CO)(CO)N)O
pantetheine,ZNXZGRMVNNHPCA-VIFPVBQESA-N,CC(C)(CO)[C@H](C(=O)NCCC(=O)NCCS)O
caprate (10:0),GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(=O)O
