Names,inchikey,inchi code
butyrylglycine (C4),WPSSBBPLVMTKRN-UHFFFAOYSA-N,"InChI=1S/C6H11NO3/c1-2-3-5(8)7-4-6(9)10/h2-4H2,1H3,(H,7,8)(H,9,10)"
N-acetylglucosamine 6-sulfate,NHZWETQZLORZIR-OSMVPFSASA-N,"InChI=1S/C8H15NO9S/c1-4(11)9-5(2-10)7(13)8(14)6(12)3-18-19(15,16)17/h2,5-8,12-14H,3H2,1H3,(H,9,11)(H,15,16,17)/t5-,6+,7+,8-/m0/s1"
"cytidine 2',3'-cyclic monophosphate",NMPZCCZXCOMSDQ-UHFFFAOYSA-N,"InChI=1S/C9H12N3O7P/c10-5-1-2-12(9(14)11-5)8-7-6(4(3-13)17-8)18-20(15,16)19-7/h1-2,4,6-8,13H,3H2,(H,15,16)(H2,10,11,14)"
N-methylalanine,GDFAOVXKHJXLEI-VKHMYHEASA-N,"InChI=1S/C4H9NO2/c1-3(5-2)4(6)7/h3,5H,1-2H3,(H,6,7)/t3-/m0/s1"
"2,6-dihydroxybenzoic acid",AKEUNCKRJATALU-UHFFFAOYSA-N,"InChI=1S/C7H6O4/c8-4-2-1-3-5(9)6(4)7(10)11/h1-3,8-9H,(H,10,11)"
N-oleoylglycine,HPFXACZRFJDURI-KTKRTIGZSA-N,"InChI=1S/C20H37NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h9-10H,2-8,11-18H2,1H3,(H,21,22)(H,23,24)/b10-9-"
ponciretin,HMUJXQRRKBLVOO-UHFFFAOYSA-N,"InChI=1S/C16H14O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-7,14,17-18H,8H2,1H3"
vancomycin,MYPYJXKWCTUITO-LYRMYLQWSA-N,"InChI=1S/C66H75Cl2N9O24/c1-23(2)12-34(71-5)58(88)76-49-51(83)26-7-10-38(32(67)14-26)97-40-16-28-17-41(55(40)101-65-56(54(86)53(85)42(22-78)99-65)100-44-21-66(4,70)57(87)24(3)96-44)98-39-11-8-27(15-33(39)68)52(84)50-63(93)75-48(64(94)95)31-18-29(79)19-37(81)45(31)30-13-25(6-9-36(30)80)46(60(90)77-50)74-61(91)47(28)73-59(89)35(20-43(69)82)72-62(49)92/h6-11,13-19,23-24,34-35,42,44,46-54,56-57,65,71,78-81,83-87H,12,20-22,70H2,1-5H3,(H2,69,82)(H,72,92)(H,73,89)(H,74,91)(H,75,93)(H,76,88)(H,77,90)(H,94,95)/t24-,34+,35-,42+,44-,46+,47+,48-,49+,50-,51+,52+,53+,54-,56+,57+,65-,66-/m0/s1"
butyrylcarnitine (C4),QWYFHHGCZUCMBN-UHFFFAOYSA-N,"InChI=1S/C11H21NO4/c1-5-6-11(15)16-9(7-10(13)14)8-12(2,3)4/h9H,5-8H2,1-4H3"
glycylvaline,STKYPAFSDFAEPH-UHFFFAOYSA-N,"InChI=1S/C7H14N2O3/c1-4(2)6(7(11)12)9-5(10)3-8/h4,6H,3,8H2,1-2H3,(H,9,10)(H,11,12)"
diltiazem,HSUGRBWQSSZJOP-RTWAWAEBSA-N,"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3/t20-,21+/m1/s1"
docosapentaenoate (n6 DPA; 22:5n6),AVKOENOBFIYBSA-WMPRHZDHSA-N,"InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16,18-19H,2-5,8,11,14,17,20-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-,19-18-"
4-vinylphenol sulfate,IETVQHUKTKKBFF-UHFFFAOYSA-N,"InChI=1S/C8H8O4S/c1-2-7-3-5-8(6-4-7)12-13(9,10)11/h2-6H,1H2,(H,9,10,11)"
mevalonate,KJTLQQUUPVSXIM-ZCFIWIBFSA-N,"InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)/t6-/m1/s1"
indoleacetate,SEOVTRFCIGRIMH-UHFFFAOYSA-N,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)"
sphingadienine,KWDXKYNWAKMLKK-YQMRQDNGSA-N,"InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h4-5,14-15,17-18,20-21H,2-3,6-13,16,19H2,1H3/b5-4-,15-14+"
3-methylglutarylcarnitine (2),HFCPFJNSBPQJDP-UHFFFAOYSA-N,"InChI=1S/C13H23NO6/c1-9(5-11(15)16)6-13(19)20-10(7-12(17)18)8-14(2,3)4/h9-10H,5-8H2,1-4H3,(H-,15,16,17,18)"
piperine,MXXWOMGUGJBKIW-YPCIICBESA-N,"InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+"
creatine,CVSVTCORWBXHQV-UHFFFAOYSA-N,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)"
"2,4-dihydroxybutyrate",UFYGCFHQAXXBCF-UHFFFAOYSA-N,"InChI=1S/C4H8O4/c5-2-1-3(6)4(7)8/h3,5-6H,1-2H2,(H,7,8)"
3-methylglutaconate,WKRBKYFIJPGYQC-DUXPYHPUSA-N,"InChI=1S/C6H8O4/c1-4(2-5(7)8)3-6(9)10/h2H,3H2,1H3,(H,7,8)(H,9,10)/b4-2+"
indoleacetylglutamine,DVJIJAYHBZALOJ-UHFFFAOYSA-N,"InChI=1S/C15H17N3O4/c16-13(19)6-5-12(15(21)22)18-14(20)7-9-8-17-11-4-2-1-3-10(9)11/h1-4,8,12,17H,5-7H2,(H2,16,19)(H,18,20)(H,21,22)"
ectoine,WQXNXVUDBPYKBA-YFKPBYRVSA-N,"InChI=1S/C6H10N2O2/c1-4-7-3-2-5(8-4)6(9)10/h5H,2-3H2,1H3,(H,7,8)(H,9,10)/t5-/m0/s1"
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,MQGBAQLIFKSMEM-ZHARMHCNSA-N,"InChI=1S/C39H68O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-36-37(35-40)44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,37,40H,3-10,15-16,21-36H2,1-2H3/b13-11-,14-12-,19-17-,20-18-/t37-/m0/s1"
trigonelline (N'-methylnicotinate),WWNNZCOKKKDOPX-UHFFFAOYSA-N,"InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3"
2-hydroxy-3-methylvalerate,RILPIWOPNGRASR-UHFFFAOYSA-N,"InChI=1S/C6H12O3/c1-3-4(2)5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)"
amlodipine,HTIQEAQVCYTUBX-UHFFFAOYSA-N,"InChI=1S/C20H25ClN2O5/c1-4-28-20(25)18-15(11-27-10-9-22)23-12(2)16(19(24)26-3)17(18)13-7-5-6-8-14(13)21/h5-8,17,23H,4,9-11,22H2,1-3H3"
N-acetylmuramate,MNLRQHMNZILYPY-MKFCKLDKSA-N,"InChI=1S/C11H19NO8/c1-4(10(16)17)19-9-7(12-5(2)14)11(18)20-6(3-13)8(9)15/h4,6-9,11,13,15,18H,3H2,1-2H3,(H,12,14)(H,16,17)/t4-,6-,7-,8-,9-,11?/m1/s1"
4-hydroxycyclohexylcarboxylic acid,HCFRWBBJISAZNK-UHFFFAOYSA-N,"InChI=1S/C7H12O3/c8-6-3-1-5(2-4-6)7(9)10/h5-6,8H,1-4H2,(H,9,10)"
pantoate,OTOIIPJYVQJATP-BYPYZUCNSA-N,"InChI=1S/C6H12O4/c1-6(2,3-7)4(8)5(9)10/h4,7-8H,3H2,1-2H3,(H,9,10)/t4-/m0/s1"
naringenin 7-O-glucoside,DLIKSSGEMUFQOK-SFTVRKLSSA-N,"InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2/t14-,16+,18+,19-,20+,21+/m0/s1"
dehydroepiandrosterone sulfate (DHEA-S),CZWCKYRVOZZJNM-USOAJAOKSA-N,"InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/t13-,14-,15-,16-,18-,19-/m0/s1"
formiminoglutamate,NRXIKWMTVXPVEF-BYPYZUCNSA-N,"InChI=1S/C6H10N2O4/c7-3-8-4(6(11)12)1-2-5(9)10/h3-4H,1-2H2,(H2,7,8)(H,9,10)(H,11,12)/t4-/m0/s1"
dihydroferulic acid sulfate,UMCDODPBPQMWQP-UHFFFAOYSA-N,"InChI=1S/C10H12O7S/c1-16-9-6-7(3-5-10(11)12)2-4-8(9)17-18(13,14)15/h2,4,6H,3,5H2,1H3,(H,11,12)(H,13,14,15)"
gamma-glutamylcysteine,RITKHVBHSGLULN-UHFFFAOYSA-N,"InChI=1S/C8H14N2O5S/c9-4(7(12)13)1-2-6(11)10-5(3-16)8(14)15/h4-5,16H,1-3,9H2,(H,10,11)(H,12,13)(H,14,15)"
hydrochlorothiazide,JZUFKLXOESDKRF-UHFFFAOYSA-N,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)"
ciliatine (2-aminoethylphosphonate),QQVDJLLNRSOCEL-UHFFFAOYSA-N,"InChI=1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)"
valylleucine,XCTHZFGSVQBHBW-UHFFFAOYSA-N,"InChI=1S/C11H22N2O3/c1-6(2)5-8(11(15)16)13-10(14)9(12)7(3)4/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)"
vanillate,WKOLLVMJNQIZCI-UHFFFAOYSA-N,"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)"
N-acetyl-2-aminooctanoate*,JJGNMSOJTSABGA-UHFFFAOYSA-N,"InChI=1S/C10H19NO3/c1-3-4-5-6-7-9(10(13)14)11-8(2)12/h9H,3-7H2,1-2H3,(H,11,12)(H,13,14)"
N-acetylserine,JJIHLJJYMXLCOY-BYPYZUCNSA-N,"InChI=1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1"
histidine,HNDVDQJCIGZPNO-YFKPBYRVSA-N,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"
1-palmitoyl-galactosylglycerol (16:0)*,DWKQIHQQZYILDB-DISYYVGZSA-N,"InChI=1S/C25H48O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(28)32-17-19(27)18-33-25-24(31)23(30)22(29)20(16-26)34-25/h19-20,22-27,29-31H,2-18H2,1H3/t19-,20-,22+,23+,24-,25-/m1/s1"
"N1,N12-diacetylspermine",NPDTUDWGJMBVEP-UHFFFAOYSA-N,"InChI=1S/C14H30N4O2/c1-13(19)17-11-5-9-15-7-3-4-8-16-10-6-12-18-14(2)20/h15-16H,3-12H2,1-2H3,(H,17,19)(H,18,20)"
arginine,ODKSFYDXXFIFQN-UHFFFAOYSA-N,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)"
3-methylhistidine,JDHILDINMRGULE-LURJTMIESA-N,"InChI=1S/C7H11N3O2/c1-10-4-9-3-5(10)2-6(8)7(11)12/h3-4,6H,2,8H2,1H3,(H,11,12)/t6-/m0/s1"
serine,MTCFGRXMJLQNBG-REOHCLBHSA-N,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1"
gentisate,WXTMDXOMEHJXQO-UHFFFAOYSA-N,"InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)"
taurohyocholate*,XSOLDPYUICCHJX-QZEPYOAJSA-N,"InChI=1S/C26H45NO7S/c1-15(4-7-21(29)27-12-13-35(32,33)34)17-5-6-18-22-19(9-11-25(17,18)2)26(3)10-8-16(28)14-20(26)23(30)24(22)31/h15-20,22-24,28,30-31H,4-14H2,1-3H3,(H,27,29)(H,32,33,34)/t15-,16-,17-,18+,19+,20+,22+,23-,24+,25-,26-/m1/s1"
1-oleoylglycerophosphate (18:1),WRGQSWVCFNIUNZ-KTKRTIGZSA-N,"InChI=1S/C21H41O7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(23)27-18-20(22)19-28-29(24,25)26/h9-10,20,22H,2-8,11-19H2,1H3,(H2,24,25,26)/b10-9-"
thiamin (Vitamin B1),JZRWCGZRTZMZEH-UHFFFAOYSA-N,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1"
alanine,QNAYBMKLOCPYGJ-REOHCLBHSA-N,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1"
4-acetamidophenylglucuronide,IPROLSVTVHAQLE-BYNIDDHOSA-N,"InChI=1S/C14H17NO8/c1-6(16)15-7-2-4-8(5-3-7)22-14-11(19)9(17)10(18)12(23-14)13(20)21/h2-5,9-12,14,17-19H,1H3,(H,15,16)(H,20,21)/t9-,10-,11+,12-,14+/m0/s1"
lovastatin hydroxy acid,QLJODMDSTUBWDW-BXMDZJJMSA-N,"InChI=1S/C24H38O6/c1-5-15(3)24(29)30-21-11-14(2)10-17-7-6-16(4)20(23(17)21)9-8-18(25)12-19(26)13-22(27)28/h6-7,10,14-16,18-21,23,25-26H,5,8-9,11-13H2,1-4H3,(H,27,28)/t14-,15-,16-,18+,19+,20-,21-,23-/m0/s1"
glycerophosphoethanolamine,JZNWSCPGTDBMEW-UHFFFAOYSA-N,"InChI=1S/C5H14NO6P/c6-1-2-11-13(9,10)12-4-5(8)3-7/h5,7-8H,1-4,6H2,(H,9,10)"
saccharin,CVHZOJJKTDOEJC-UHFFFAOYSA-N,"InChI=1S/C7H5NO3S/c9-7-5-3-1-2-4-6(5)12(10,11)8-7/h1-4H,(H,8,9)"
"1,2-dilinoleoyl-galactosylglycerol (18:2/18:2)*",BROOMPUVDPTGEG-JLHGMIPQSA-N,"InChI=1S/C45H78O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,38-39,42-46,49-51H,3-10,15-16,21-37H2,1-2H3/b13-11+,14-12+,19-17+,20-18+/t38?,39-,42+,43+,44-,45-/m1/s1"
hippurate,QIAFMBKCNZACKA-UHFFFAOYSA-N,"InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)"
trazadone,PHLBKPHSAVXXEF-UHFFFAOYSA-N,"InChI=1S/C19H22ClN5O/c20-16-5-3-6-17(15-16)23-13-11-22(12-14-23)8-4-10-25-19(26)24-9-2-1-7-18(24)21-25/h1-3,5-7,9,15H,4,8,10-14H2"
"1,3,7-trimethylurate",BYXCFUMGEBZDDI-UHFFFAOYSA-N,"InChI=1S/C8H10N4O3/c1-10-4-5(9-7(10)14)11(2)8(15)12(3)6(4)13/h1-3H3,(H,9,14)"
(3'-5')-adenylylguanosine*,LWBLDUTUVIXFJE-INFSMZHSSA-N,"InChI=1S/C20H25N10O11P/c21-14-8-15(24-3-23-14)29(4-25-8)19-12(34)13(6(1-31)39-19)41-42(36,37)38-2-7-10(32)11(33)18(40-7)30-5-26-9-16(30)27-20(22)28-17(9)35/h3-7,10-13,18-19,31-34H,1-2H2,(H,36,37)(H2,21,23,24)(H3,22,27,28,35)/t6-,7-,10-,11-,12-,13-,18-,19-/m1/s1"
isocaproylglycine,BQIHXZIDVMRVRP-UHFFFAOYSA-N,"InChI=1S/C8H15NO3/c1-6(2)3-4-7(10)9-5-8(11)12/h6H,3-5H2,1-2H3,(H,9,10)(H,11,12)"
p-cresol,IWDCLRJOBJJRNH-UHFFFAOYSA-N,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3"
gulonate*,RGHNJXZEOKUKBD-KKQCNMDGSA-N,"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3+,4-,5-/m1/s1"
thioproline,DZLNHFMRPBPULJ-VKHMYHEASA-N,"InChI=1S/C4H7NO2S/c6-4(7)3-1-8-2-5-3/h3,5H,1-2H2,(H,6,7)/t3-/m0/s1"
N-acetylsphingosine,BLTCBVOJNNKFKC-QUDYQQOWSA-N,"InChI=1S/C20H39NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20(24)19(17-22)21-18(2)23/h15-16,19-20,22,24H,3-14,17H2,1-2H3,(H,21,23)/b16-15+/t19-,20+/m0/s1"
pantetheine,ZNXZGRMVNNHPCA-VIFPVBQESA-N,"InChI=1S/C11H22N2O4S/c1-11(2,7-14)9(16)10(17)13-4-3-8(15)12-5-6-18/h9,14,16,18H,3-7H2,1-2H3,(H,12,15)(H,13,17)/t9-/m0/s1"
1-linoleoyl-digalactosylglycerol (18:2)*,UHISGSDYAIIBMO-OCOVFIGMSA-N,"InChI=1S/C33H58O14/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-25(36)43-19-22(35)20-44-32-31(42)29(40)27(38)24(47-32)21-45-33-30(41)28(39)26(37)23(18-34)46-33/h6-7,9-10,22-24,26-35,37-42H,2-5,8,11-21H2,1H3/b7-6-,10-9-/t22?,23-,24-,26+,27+,28+,29+,30-,31-,32-,33+/m1/s1"
levulinate (4-oxovalerate),JOOXCMJARBKPKM-UHFFFAOYSA-N,"InChI=1S/C5H8O3/c1-4(6)2-3-5(7)8/h2-3H2,1H3,(H,7,8)"
trizma acetate,LENZDBCJOHFCAS-UHFFFAOYSA-N,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2"
glycerophosphoinositol*,BMVUIWJCUQSHLZ-LIPDPKNMSA-N,"InChI=1S/C9H19O11P/c10-1-3(11)2-19-21(17,18)20-9-7(15)5(13)4(12)6(14)8(9)16/h3-16H,1-2H2,(H,17,18)/t3?,4?,5-,6+,7-,8-,9?/m0/s1"
4-ethylphenyl sulfate,DWZGLEPNCRFCEP-UHFFFAOYSA-N,"InChI=1S/C8H10O4S/c1-2-7-3-5-8(6-4-7)12-13(9,10)11/h3-6H,2H2,1H3,(H,9,10,11)"
1-linoleoyl-GPC (18:2),SPJFYYJXNPEZDW-UTJQPWESSA-N,"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-"
gamma-glutamyl-alpha-lysine,LNLLNTMHVMIMOG-YUMQZZPRSA-N,"InChI=1S/C11H21N3O5/c12-6-2-1-3-8(11(18)19)14-9(15)5-4-7(13)10(16)17/h7-8H,1-6,12-13H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1"
succinate,KDYFGRWQOYBRFD-UHFFFAOYSA-N,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)"
"N2,N2-dimethylguanine",XMSMHKMPBNTBOD-UHFFFAOYSA-N,"InChI=1S/C7H9N5O/c1-12(2)7-10-5-4(6(13)11-7)8-3-9-5/h3H,1-2H3,(H2,8,9,10,11,13)"
tetrahydrocortisol glucuronide ,OZINUFSVVJAFHD-SHHSTTTJSA-N,
1-stearoyl-GPE (18:0),BBYWOYAFBUOUFP-JOCHJYFZSA-N,"InChI=1S/C23H48NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h22,25H,2-21,24H2,1H3,(H,27,28)/t22-/m1/s1"
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),RFVFQQWKPSOBED-PSXMRANNSA-N,"InChI=1S/C38H76NO8P/c1-6-8-10-12-14-16-18-19-21-23-25-27-29-31-38(41)47-36(35-46-48(42,43)45-33-32-39(3,4)5)34-44-37(40)30-28-26-24-22-20-17-15-13-11-9-7-2/h36H,6-35H2,1-5H3/t36-/m1/s1"
allo-threonine,AYFVYJQAPQTCCC-HRFVKAFMSA-N,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3-/m0/s1"
N6-carboxyethyllysine,XCYPSOHOIAZISD-UHFFFAOYSA-N,"InChI=1S/C9H18N2O4/c1-6(8(12)13)11-5-3-2-4-7(10)9(14)15/h6-7,11H,2-5,10H2,1H3,(H,12,13)(H,14,15)"
catechol sulfate,MZPWKJZDOCIALD-UHFFFAOYSA-N,"InChI=1S/C6H6O5S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4,7H,(H,8,9,10)"
3-hydroxylaurate,MUCMKTPAZLSKTL-UHFFFAOYSA-N,"InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)"
glucosamine 6-sulfate,MTDHILKWIRSIHB-QZABAPFNSA-N,"InChI=1S/C6H13NO8S/c7-3-5(9)4(8)2(15-6(3)10)1-14-16(11,12)13/h2-6,8-10H,1,7H2,(H,11,12,13)/t2-,3-,4-,5-,6-/m1/s1"
1-palmitoyl-GPS (16:0)*,XIVOBOJQPNEUSC-UXHICEINSA-N,"InChI=1S/C22H44NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(25)30-16-19(24)17-31-33(28,29)32-18-20(23)22(26)27/h19-20,24H,2-18,23H2,1H3,(H,26,27)(H,28,29)/t19-,20+/m1/s1"
lysylleucine,ATIPDCIQTUXABX-UHFFFAOYSA-N,"InChI=1S/C12H25N3O3/c1-8(2)7-10(12(17)18)15-11(16)9(14)5-3-4-6-13/h8-10H,3-7,13-14H2,1-2H3,(H,15,16)(H,17,18)"
methylmalonate (MMA),ZIYVHBGGAOATLY-UHFFFAOYSA-N,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)"
(S)-a-amino-omega-caprolactam,BOWUOGIPSRVRSJ-RXMQYKEDSA-N,"InChI=1S/C6H12N2O/c7-5-3-1-2-4-8-6(5)9/h5H,1-4,7H2,(H,8,9)/t5-/m1/s1"
gamma-glutamylglutamine,JBFYFLXEJFQWMU-WDSKDSINSA-N,"InChI=1S/C10H17N3O6/c11-5(9(16)17)1-4-8(15)13-6(10(18)19)2-3-7(12)14/h5-6H,1-4,11H2,(H2,12,14)(H,13,15)(H,16,17)(H,18,19)/t5-,6-/m0/s1"
gamma-glutamylmethionine,RQNSKRXMANOPQY-BQBZGAKWSA-N,"InChI=1S/C10H18N2O5S/c1-18-5-4-7(10(16)17)12-8(13)3-2-6(11)9(14)15/h6-7H,2-5,11H2,1H3,(H,12,13)(H,14,15)(H,16,17)/t6-,7-/m0/s1"
4-hydroxybenzoate,FJKROLUGYXJWQN-UHFFFAOYSA-N,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)"
glycocholate,RFDAIACWWDREDC-FRVQLJSFSA-N,"InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1"
1-stearoyl-GPC (18:0),IHNKQIMGVNPMTC-RUZDIDTESA-N,"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1"
1-methyl-5-imidazoleacetate,UJCGYTCAMOHYCG-UHFFFAOYSA-N,"InChI=1S/C6H8N2O2/c1-8-4-7-3-5(8)2-6(9)10/h3-4H,2H2,1H3,(H,9,10)"
picolinoylglycine,MNYZGNSHBPLAFN-UHFFFAOYSA-N,"InChI=1S/C8H8N2O3/c11-7(12)5-10-8(13)6-3-1-2-4-9-6/h1-4H,5H2,(H,10,13)(H,11,12)"
N-palmitoyl-sphingosine (d18:1/16:0),YDNKGFDKKRUKPY-TURZORIXSA-N,"InChI=1S/C34H67NO3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-33(37)32(31-36)35-34(38)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h27,29,32-33,36-37H,3-26,28,30-31H2,1-2H3,(H,35,38)/b29-27+/t32-,33+/m0/s1"
darunavir,CJBJHOAVZSMMDJ-HEXNFIEUSA-N,"InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26+/m0/s1"
ibuprofen acyl glucuronide,ABOLXXZAJIAUGR-JPMMFUSZSA-N,"InChI=1S/C19H26O8/c1-9(2)8-11-4-6-12(7-5-11)10(3)18(25)27-19-15(22)13(20)14(21)16(26-19)17(23)24/h4-7,9-10,13-16,19-22H,8H2,1-3H3,(H,23,24)/t10?,13-,14-,15+,16-,19-/m0/s1"
2-O-methylascorbic acid,RMHBODZVODTFAH-UHFFFAOYSA-N,"InChI=1S/C7H10O6/c1-12-6-4(10)5(3(9)2-8)13-7(6)11/h3,5,8-9,11H,2H2,1H3"
undecanoate (11:0),ZDPHROOEEOARMN-UHFFFAOYSA-N,"InChI=1S/C11H22O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2-10H2,1H3,(H,12,13)"
2-isopropylmalate,BITYXLXUCSKTJS-UHFFFAOYSA-N,"InChI=1S/C7H12O5/c1-4(2)7(12,6(10)11)3-5(8)9/h4,12H,3H2,1-2H3,(H,8,9)(H,10,11)"
diacetylspermidine*,SKQLBVJMDVTJMX-UHFFFAOYSA-N,"InChI=1S/C11H23N3O2/c1-10(15)14(11(2)16)9-4-3-7-13-8-5-6-12/h13H,3-9,12H2,1-2H3"
chlorogenate,CWVRJTMFETXNAD-DUXPYHPUSA-N,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(20)25-12-7-16(24,15(22)23)6-11(19)14(12)21/h1-5,11-12,14,17-19,21,24H,6-7H2,(H,22,23)/b4-2+"
