BIOCHEMICAL,PATHWAY_SORTORDER,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
citrulline,460,Amino Acid,Urea cycle; Arginine and Proline Metabolism,2132,LC/MS Pos Early,391,1520,176.103,9750,372-75-8,C00327,HMDB00904
coprostanol,3124,Lipid,Sterol,45986,LC/MS Pos Late,100005346,2850,371.3672,221122,360-68-9,,HMDB00577
cortisol,3215,Lipid,Corticosteroids,1712,LC/MS Neg,356,4710,361.202,5754,50-23-7,C00735,HMDB00063
cortolone glucuronide (1),3236,Lipid,Corticosteroids,57699,LC/MS Neg,100015971,4600,541.2654,53480447,,,
cotinine,4499,Xenobiotics,Tobacco Metabolite,553,LC/MS Pos Early,848,2213,177.1022,854019,486-56-6,,HMDB01046
coumaroylquinate (1),4725,Xenobiotics,Food Component/Plant,54926,LC/MS Neg,100010906,2480,337.0929,,,,
coumaroylquinate (2),4726,Xenobiotics,Food Component/Plant,54927,LC/MS Neg,100010907,2345,337.0929,,,,
coumaroylquinate (3),4727,Xenobiotics,Food Component/Plant,54928,LC/MS Neg,100010908,2152,337.0929,,,,
coumaroylquinate (4),4728,Xenobiotics,Food Component/Plant,54929,LC/MS Neg,100010909,1982,337.0929,,,,
coumaroylquinate (5),4729,Xenobiotics,Food Component/Plant,54930,LC/MS Neg,100010910,1934,337.0929,,,,
creatine,496,Amino Acid,Creatine Metabolism,27718,LC/MS Pos Early,1221,1947,132.0768,586,57-00-1,C00300,HMDB00064
creatinine,497,Amino Acid,Creatine Metabolism,513,LC/MS Pos Early,275,2055,114.0662,588,60-27-5,C00791,HMDB00562
cryptochlorogenic acid,4731,Xenobiotics,Food Component/Plant,41924,LC/MS Neg,100003802,2087,353.0878,5315599,905-99-7,,
curcumin,4959,Xenobiotics,Food Component/Plant,37470,LC/MS Pos Late,100001975,1085,369.1333,969516,458-37-7,C10443,HMDB02269
cyclo(pro-sulfo-tyr)*,745,Peptide,Dipeptide,62840,LC/MS Neg,100020992,2058,339.0656,,,,
cyclobenzaprine,5598,Xenobiotics,Drug - Neurological,64132,LC/MS Pos Late,100020914,998,276.1747,2895,303-53-7,"C06931,D07758",HMDB15060
cysteine,423,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1868,LC/MS Pos Early,800,1475,122.027,5862,52-90-4;56-89-3,C00097,HMDB00574
cysteine s-sulfate,429,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",22176,LC/MS Polar,100000808,2273,199.9693,115015,1637-71-4,C05824,HMDB00731
cysteine sulfinic acid,436,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",37443,LC/MS Pos Early,100002113,597,154.0169,109,207121-48-0,C00606,HMDB00996
cysteinylglycine,544,Amino Acid,Glutathione Metabolism,35637,LC/MS Pos Early,278,2132,179.0485,439498,19246-18-5,C01419,HMDB00078
cysteinylglycine disulfide*,545,Amino Acid,Glutathione Metabolism,62103,LC/MS Pos Early,100002466,2547,298.0526,,70555-24-7,,HMDB00709
cystine,430,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",56,LC/MS Pos Early,279,2000,241.0311,67678,56-89-3,C00491,HMDB00192
cytidine,4156,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,6175,65-46-3,C00475,HMDB00089
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),4154,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",61705,LC/MS Pos Early,100019915,847,324.0591,,,,
"cytidine 2',3'-cyclic monophosphate",4155,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",37465,LC/MS Pos Early,73,769,306.0486,417654,15718-51-1,C02354,HMDB11691
CMP,4152,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2372,LC/MS Pos Early,282,835,324.0591,6131,63-37-6,C00055,HMDB00095
cytosine,4157,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.0505,597,71-30-7,C00380,HMDB00630
D-urobilin,4309,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,40084,LC/MS Pos Late,100002569,935,589.3021,6276321,3947-38-4,C05795,HMDB04161
daidzein,4736,Xenobiotics,Food Component/Plant,32453,LC/MS Neg,100001219,3566,253.0506,5281708,486-66-8,C10208,HMDB03312
daidzein sulfate (2),4979,Xenobiotics,Food Component/Plant,48728,LC/MS Neg,100006363,3330,333.0076,,,,
darunavir,5355,Xenobiotics,Drug - Antiviral,63290,LC/MS Neg,100020927,4883,546.2279,213039,206361-99-1,D03656,HMDB15393
decadienedioic acid (C10:2-DC),1633,Lipid,"Fatty Acid, Dicarboxylate",63685,LC/MS Polar,100021711,2329.7,197.0819,,,,
decanoylcarnitine (C10),1804,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33941,LC/MS Pos Late,100001251,1130,316.2482,10245190,1492-27-9,,HMDB00651
dehydrocholic acid,3438,Lipid,Secondary Bile Acid Metabolism,17809,LC/MS Neg,1609,3950,401.2334,6674,81-23-2,C13154,
dehydroepiandrosterone sulfate (DHEA-S),3247,Lipid,Androgenic Steroids,32425,LC/MS Neg,100000792,4745,367.1585,12594,651-48-9,C04555,HMDB01032
dehydrolithocholate,3427,Lipid,Secondary Bile Acid Metabolism,31891,LC/MS Neg,100001067,5360,373.2748,159623,1553-56-6,,HMDB00502
dehydrophytosphingosine*,2918,Lipid,Sphingolipid Synthesis,63037,LC/MS Pos Late,100021236,1302,316.2846,,,,
delta-tocopherol,4261,Cofactors and Vitamins,Tocopherol Metabolism,33418,LC/MS Pos Late,100001216,2259,402.3492,92094,119-13-1,C14151,HMDB02902
deoxycarnitine,1871,Lipid,Carnitine Metabolism,36747,LC/MS Pos Early,100001662,2052,146.1176,134,6249-56-5,C01181,HMDB01161
deoxycholate,3387,Lipid,Secondary Bile Acid Metabolism,1114,LC/MS Neg,302,5294,391.2854,222528,83-44-3,C04483,HMDB00626
deoxycholic acid 12-sulfate*,3390,Lipid,Secondary Bile Acid Metabolism,63688,LC/MS Neg,100021712,4580,235.1175,,,,
deoxycholic acid 3-sulfate,3389,Lipid,Secondary Bile Acid Metabolism,52969,LC/MS Neg,100006638,4880,235.1175,,,,
deoxycholic acid glucuronide,3392,Lipid,Secondary Bile Acid Metabolism,63610,LC/MS Neg,100020550,4800,567.3175,,,,
deoxymugineic acid,4740,Xenobiotics,Food Component/Plant,57394,LC/MS Pos Early,100001816,1036,305.1343,,74235-24-8,,
desmethylcitalopram*,5631,Xenobiotics,Drug - Psychoactive,62477,LC/MS Pos Late,100020790,880,311.1554,162180,,C16608,"HMDB14021,HMDB60576"
desmethylnaproxen,5199,Xenobiotics,"Drug - Analgesics, Anesthetics",46331,LC/MS Neg,100001787,3045,215.0714,13393711,52079-10-4,,HMDB13989
dexpanthenol,5880,Xenobiotics,Chemical,38314,LC/MS Pos Early,100002376,1740,206.1387,4678,16485-10-2,D03726,HMDB04231
dextromethorphan,5703,Xenobiotics,Drug - Respiratory,38301,LC/MS Pos Late,100000740,904,272.2009,5362449,18046-32-7,C06947,HMDB01920
diacetylspermidine*,517,Amino Acid,Polyamine Metabolism,62105,LC/MS Pos Early,100020242,2510,230.1863,87485212,,,
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",2803,Lipid,Diacylglycerol,54966,LC/MS Pos Late,100010940,2733,608.5249,,,,
diaminopimelate,5140,Xenobiotics,Bacterial/Fungal,15130,LC/MS Pos Early,100000115,2569,191.1026,439283,1476-39-7;2577-62-0,C00666,HMDB01370
dibutyl sulfosuccinate,5983,Xenobiotics,Chemical,63841,LC/MS Neg,100021538,3557,309.1013,423891,5144-51-4,,
digalactosylglycerol*,2883,Lipid,Galactosyl Glycerolipids,57346,LC/MS Polar,100003065,3952,461.1512,,,,
digalacturonic acid,4743,Xenobiotics,Food Component/Plant,21046,LC/MS Neg,100000934,603.5,369.0675,6857565,5894-59-7,C02273,HMDB39721
diglycerol,5807,Xenobiotics,Chemical,40700,LC/MS Pos Early,100003700,818,167.0914,42953,627-82-7,,
dihomolinoleate (20:2n6),1521,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),17805,LC/MS Neg,1231,5730,307.2643,6439848,2091-39-6,C16525,HMDB05060
dihomolinolenate (20:3n3 or 3n6),1523,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),35718,LC/MS Neg,100001739,5596,305.2486,5280581,17046-59-2,C03242,HMDB02925
dihydrocaffeate,5032,Xenobiotics,Food Component/Plant,38273,LC/MS Neg,100002451,1430,181.0506,348154,1078-61-1,C10447,HMDB00423
dihydrocaffeate sulfate (2),4700,Xenobiotics,Food Component/Plant,62524,LC/MS Neg,100020822,930,261.0074,,,,
dihydroferulate,4744,Xenobiotics,Food Component/Plant,40481,LC/MS Neg,100003432,1928,195.0663,14340,1135-23-5,,
dihydroferulic acid sulfate,4745,Xenobiotics,Food Component/Plant,62857,LC/MS Neg,100020272,1310,275.0231,187489,,,HMDB41724
dihydrokaempferol,4528,Xenobiotics,Food Component/Plant,37116,LC/MS Neg,100001819,2510,287.0561,122850,480-20-6;5150-32-3,C00974,HMDB30847
dihydroorotate,4112,Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910,157.0255,648,155-54-4,C00337,HMDB03349
dihydroquercetin,4747,Xenobiotics,Food Component/Plant,47896,LC/MS Neg,100002229,2198,303.051,471,480-18-2,C12316,
dihydroxyphenylalanine (L-DOPA),186,Amino Acid,Tyrosine Metabolism,1576,LC/MS Pos Early,1129,2215,198.0761,6047,59-92-7;63-84-3,C00355,HMDB00181
diltiazem,5433,Xenobiotics,Drug - Cardiovascular,42981,LC/MS Pos Late,100004015,888,415.1686,39186,33286-22-5,C06958,HMDB14487
dimethyl sulfone,5882,Xenobiotics,Chemical,43424,LC/MS Pos Early,100004284,832,95.0161,6213,67-71-0,C11142,HMDB04983
dimethylarginine (ADMA + SDMA),466,Amino Acid,Urea cycle; Arginine and Proline Metabolism,36808,LC/MS Pos Early,100001810,2850,203.1503,123831,102783-24-4,C03626,HMDB01539
dimethylglycine,6,Amino Acid,"Glycine, Serine and Threonine Metabolism",5086,LC/MS Pos Early,806,1104,104.0706,673,1118-68-9,C01026,HMDB00092
dimethylmalonic acid,1608,Lipid,"Fatty Acid, Dicarboxylate",42978,LC/MS Polar,100004251,2702,131.035,11686,595-46-0,,HMDB02001
diosmetin,4969,Xenobiotics,Food Component/Plant,48367,LC/MS Neg,100006022,4081,299.0561,5281612,520-34-3,C10038,HMDB29676
diosmin,5486,Xenobiotics,Drug - Cardiovascular,48366,LC/MS Neg,100006010,3905,607.1668,5702226,520-27-4,,
diphenhydramine,5693,Xenobiotics,Drug - Respiratory,38669,LC/MS Pos Late,100002732,911,256.1696,3100,147-24-0,C06960,HMDB01927
diphenoxylate,5511,Xenobiotics,Drug - Gastrointestinal,64141,LC/MS Pos Late,100020682,1093,453.2537,13505,,"D07861,C07872",HMDB15213
dipicolinate,4641,Xenobiotics,Food Component/Plant,15135,LC/MS Pos Early,100000146,1695,168.0291,10367,499-83-2,,
docosadienoate (22:2n6),1528,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32415,LC/MS Neg,100001182,6034,335.2956,5282807,7370-49-2,C16533,HMDB61714
docosahexaenoate (DHA; 22:6n3),1514,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),44675,LC/MS Neg,100000665,5525,327.233,445580,6217-54-5,C06429,HMDB02183
docosahexaenoylcarnitine (C22:6)*,1844,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,LC/MS Pos Late,100015845,1349,472.3422,,,,
docosapentaenoate (DPA; 22:5n3),1513,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),32504,LC/MS Neg,100001181,5571,329.2486,6441454,2234-74-4,C16513,HMDB06528
docosapentaenoate (n6 DPA; 22:5n6),1527,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),37478,LC/MS Neg,100001580,5624.5,329.2486,6441454,25182-74-5,C16513,HMDB01976
dodecanedioate (C12),1637,Lipid,"Fatty Acid, Dicarboxylate",32388,LC/MS Neg,100001102,2990,229.1445,12736,693-23-2,C02678,HMDB00623
dodecenedioate (C12:1-DC)*,1639,Lipid,"Fatty Acid, Dicarboxylate",61864,LC/MS Neg,100019972,2700,227.1289,,,,
dopamine,189,Amino Acid,Tyrosine Metabolism,12130,LC/MS Pos Early,1748,2385,154.0863,681,62-31-7,C03758,HMDB00073
dopamine 3-O-sulfate,218,Amino Acid,Tyrosine Metabolism,48407,LC/MS Neg,100006361,1556.2,232.0285,122136,,C13690,HMDB06275
ectoine,5884,Xenobiotics,Chemical,35651,LC/MS Pos Early,100001635,1980,143.0815,126041,96702-03-3,C06231,
eicosanoylsphingosine (d20:1)*,3082,Lipid,Sphingosines,57597,LC/MS Pos Late,100015870,1443,328.321,,,,
eicosapentaenoate (EPA; 20:5n3),1511,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),18467,LC/MS Neg,2050,5450,301.2173,446284,10-2005-9;10417-94-4,C06428,HMDB01999
eicosenoate (20:1n9 or 1n11),1494,Lipid,Long Chain Monounsaturated Fatty Acid,33587,LC/MS Neg,100001335,5950,309.2799,5282768,,C16526,HMDB02231
eicosenoylcarnitine (C20:1)*,1829,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57519,LC/MS Pos Late,100015838,1484,454.3891,,,,
emtricitabine,5369,Xenobiotics,Drug - Antiviral,63285,LC/MS Pos Early,100020917,2084,248.05,60877,143491-57-0,D01199,HMDB15017
enterodiol,4751,Xenobiotics,Food Component/Plant,39630,LC/MS Neg,100003072,4327,301.1445,123725,80226-00-2,,
enterolactone,4752,Xenobiotics,Food Component/Plant,39626,LC/MS Neg,100003070,4515,297.1132,10685477,78473-71-9,,
enterolactone sulfate,4753,Xenobiotics,Food Component/Plant,64041,LC/MS Neg,100020407,3746,377.07,,,,
epiandrosterone sulfate,3252,Lipid,Androgenic Steroids,33973,LC/MS Neg,100001287,4855,369.1741,9929317,22229-22-7,,
epicatechin,4575,Xenobiotics,Food Component/Plant,17774,LC/MS Neg,2070,2868,289.0718,72276,490-46-0,C09727,HMDB01871
equol,4755,Xenobiotics,Food Component/Plant,36774,LC/MS Neg,100001725,4565,241.087,91469,531-95-3;94105-90-5,C14131,HMDB02209
equol sulfate,4757,Xenobiotics,Food Component/Plant,40478,LC/MS Neg,100003429,3630,321.0438,,,,
ergosterol,3138,Lipid,Sterol,27553,LC/MS Pos Late,100001020,2420,379.3359,444679,57-87-4,C01694,HMDB00878
ergothioneine,4758,Xenobiotics,Food Component/Plant,37459,LC/MS Pos Early,100002154,850,230.0958,3032311,58511-63-0,C05570,HMDB03045
eriocitrin,4994,Xenobiotics,Food Component/Plant,48365,LC/MS Neg,100006015,3375,595.1668,,13463-28-0,,HMDB05811
eriodictyol,4759,Xenobiotics,Food Component/Plant,39611,LC/MS Neg,100002887,3120,287.0561,11095,552-58-9,C05631,HMDB05810
erucate (22:1n9),1498,Lipid,Long Chain Monounsaturated Fatty Acid,1552,LC/MS Neg,1087,6355.6,337.3112,5281116,112-86-7,C08316,HMDB02068
erucoylcarnitine (C22:1)*,1830,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57525,LC/MS Pos Late,100015841,1535,482.4204,,,,
erythritol,4760,Xenobiotics,Food Component/Plant,20699,LC/MS Polar,100000846,1491,167.0561,222285,149-32-6,C00503,HMDB02994
erythronate*,1385,Carbohydrate,Aminosugar Metabolism,42420,LC/MS Polar,100001320,2186,135.0299,2781043,88759-55-1,,HMDB00613
erythrose,4559,Xenobiotics,Food Component/Plant,27722,LC/MS Neg,100001042,780,119.035,94176,583-50-6,C01796,HMDB02649
estriol,3357,Lipid,Estrogenic Steroids,17662,LC/MS Neg,100000041,4291,287.1653,5756,50-27-1,C05141,HMDB00153
estriol 16-glucuronide,3360,Lipid,Estrogenic Steroids,57799,LC/MS Neg,100005412,3533,463.1974,,1852-50-2,,
estriol 3-sulfate,3358,Lipid,Estrogenic Steroids,21294,LC/MS Neg,100000701,3380,367.1221,66415,50-27-1,C05141,HMDB00153
estrone 3-sulfate,3336,Lipid,Estrogenic Steroids,18474,LC/MS Neg,1230,4417.3,349.1115,3001028,438-67-5,C02538,HMDB01425
ethylmalonate,378,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.035,11756,601-75-2,,HMDB00622
etiocholanolone glucuronide,3263,Lipid,Androgenic Steroids,47112,LC/MS Neg,100005403,4915,465.2494,270605,621890,,HMDB04484
famotidine,5515,Xenobiotics,Drug - Gastrointestinal,42613,LC/MS Pos Early,100003964,2718,338.0522,5702160,76824-35-6,D00318,HMDB01919
ferulate,4765,Xenobiotics,Food Component/Plant,35630,LC/MS Neg,100001542,1755,193.0506,445858,537-98-4,C01494,HMDB00954
ferulic acid 4-sulfate,4766,Xenobiotics,Food Component/Plant,47114,LC/MS Neg,100005389,1200,273.0074,6305574,86321-29-1,,HMDB29200
feruloylquinate (1),4770,Xenobiotics,Food Component/Plant,63399,LC/MS Neg,100021485,2166,367.1035,,,,
feruloylquinate (2),4771,Xenobiotics,Food Component/Plant,63400,LC/MS Neg,100021486,2229,367.1035,,,,
feruloylquinate (3),4772,Xenobiotics,Food Component/Plant,63401,LC/MS Neg,100021487,2341,367.1035,,,,
feruloylquinate (4),4773,Xenobiotics,Food Component/Plant,63402,LC/MS Neg,100021488,2546,367.1035,,,,
feruloylquinate (5),4774,Xenobiotics,Food Component/Plant,63403,LC/MS Neg,100021489,2655,367.1035,,,,
ferulylglycine (1),4767,Xenobiotics,Food Component/Plant,54936,LC/MS Neg,100010912,2239,250.0721,,,,
ferulylglycine (2),4768,Xenobiotics,Food Component/Plant,54937,LC/MS Neg,100010913,2172,250.0721,,,,
fexofenadine,5695,Xenobiotics,Drug - Respiratory,42021,LC/MS Pos Late,100004018,944,502.2952,3348,83799-24-0,C06999,HMDB05030
Flavone derivative C26H28O14 (2)*,6104,Partially Characterized Molecules,Partially Characterized Molecules,64286,LC/MS Neg,100021925,2234,563.1406,,,,
Flavone derivative C26H28O14 (3)*,6105,Partially Characterized Molecules,Partially Characterized Molecules,64287,LC/MS Neg,100021926,2289,563.1406,,,,
Flavone derivative C26H28O14 (4)*,6106,Partially Characterized Molecules,Partially Characterized Molecules,64288,LC/MS Neg,100021927,2397,563.1406,,,,
Flavone derivative C26H28O14 (5)*,6107,Partially Characterized Molecules,Partially Characterized Molecules,64292,LC/MS Neg,100021928,2457,563.1406,,,,
fluconazole,5310,Xenobiotics,Drug - Antibiotic,57707,LC/MS Neg,100015972,3564,305.0968,3365,86386-73-4,D00322,HMDB14342
formiminoglutamate,79,Amino Acid,Histidine Metabolism,43493,LC/MS Pos Early,100002500,1880,175.0713,439233,816-90-0,C00439,HMDB00854
formononetin,4775,Xenobiotics,Food Component/Plant,35657,LC/MS Neg,100001632,4531,267.0663,5280378,485-72-3,C00858,HMDB05808
fructose,1302,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",48195,LC/MS Polar,878,2065,225.0616,5984,57-48-7,C00095,HMDB00660
fructosyllysine,118,Amino Acid,Lysine Metabolism,46227,LC/MS Pos Early,100005373,2784,309.1656,123708,21291-40-7,,
fucose,1354,Carbohydrate,Aminosugar Metabolism,15587,LC/MS Pos Early,918,750,164.0917,17106,2438-80-4,C01018,HMDB00174
fucosterol,3137,Lipid,Sterol,21187,LC/MS Pos Late,100000930,2688,395.3672,5281328,17605-67-3,C08817,HMDB02374
fumarate,1403,Energy,TCA Cycle,1643,LC/MS Polar,330,3084,115.0037,444972,100-17-8,C00122,HMDB00134
furaneol sulfate,5015,Xenobiotics,Food Component/Plant,54795,LC/MS Neg,100009328,1900,206.9969,,,,
furosemide,5455,Xenobiotics,Drug - Cardiovascular,43009,LC/MS Neg,100004241,3515,329.0004,3440,54-31-9,D00331,HMDB01933
gabapentin,5591,Xenobiotics,Drug - Neurological,38686,LC/MS Neg,100002806,2407.4,170.1187,3446,60142-96-3,D00332,HMDB05015
galactitol (dulcitol),1318,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1117,LC/MS Polar,1003,2360,181.0718,11850,608-66-2,C01697,HMDB00107
galactonate,1328,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.051,128869,299-28-5,C00880,HMDB00565
galactosylglycerol,2882,Lipid,Galactosyl Glycerolipids,57345,LC/MS Neg,100003064,795,253.0929,16048618,16232-91-0,C05401,HMDB06790
gamma-aminobutyrate (GABA),56,Amino Acid,Glutamate Metabolism,1416,LC/MS Polar,141,3292,102.0561,119,56-12-2,C00334,HMDB00112
gamma-CEHC,4265,Cofactors and Vitamins,Tocopherol Metabolism,44876,LC/MS Neg,100002094,3843,263.1289,133098,178167-75-4,,HMDB01931
gamma-CEHC glucuronide*,4266,Cofactors and Vitamins,Tocopherol Metabolism,42381,LC/MS Neg,100004243,2500,439.161,,,,
gamma-CEHC sulfate,4276,Cofactors and Vitamins,Tocopherol Metabolism,62280,LC/MS Neg,100020480,2850,343.0857,,,,
gamma-glutamyl-alpha-lysine,607,Peptide,Gamma-glutamyl Amino Acid,55015,LC/MS Pos Early,100010901,2784,276.1554,65254,,,
gamma-glutamyl-epsilon-lysine,608,Peptide,Gamma-glutamyl Amino Acid,33934,LC/MS Pos Early,100001262,2725,276.1554,7015685,17105-15-6,,HMDB03869
gamma-glutamylalanine,599,Peptide,Gamma-glutamyl Amino Acid,37063,LC/MS Pos Early,100001843,1986,219.0976,440103,5875-41-2,,HMDB29142
gamma-glutamylcitrulline*,616,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644,305.1456,,,,
gamma-glutamylcysteine,600,Peptide,Gamma-glutamyl Amino Acid,1778,LC/MS Pos Early,1036,2118,251.0696,842,636-58-8,C00669,HMDB01049
gamma-glutamylglutamate,601,Peptide,Gamma-glutamyl Amino Acid,36738,LC/MS Pos Early,331,1775,277.103,92865,1116-22-9,C05282,HMDB11737
gamma-glutamylglutamine,602,Peptide,Gamma-glutamyl Amino Acid,2730,LC/MS Pos Early,1140,1430,276.119,150914,10148-81-9,C05283,HMDB11738
gamma-glutamylglycine,603,Peptide,Gamma-glutamyl Amino Acid,33949,LC/MS Pos Early,100001294,1535,205.0819,165527,1948-29-4,,HMDB11667
gamma-glutamylhistidine,604,Peptide,Gamma-glutamyl Amino Acid,18245,LC/MS Pos Early,1235,2740,285.1194,7017195,37460-15-4,,
gamma-glutamylisoleucine*,605,Peptide,Gamma-glutamyl Amino Acid,34456,LC/MS Pos Early,100001485,2940,261.1445,14253342,,,HMDB11170
gamma-glutamylleucine,606,Peptide,Gamma-glutamyl Amino Acid,18369,LC/MS Pos Early,1268,2991,261.1445,151023,2566-39-4,,HMDB11171
gamma-glutamylmethionine,609,Peptide,Gamma-glutamyl Amino Acid,44872,LC/MS Pos Early,100001313,2640,279.1009,7009567,17663-87-5,,HMDB29155
gamma-glutamylphenylalanine,610,Peptide,Gamma-glutamyl Amino Acid,33422,LC/MS Neg,100000491,1825,293.1143,111299,7432-24-8,,HMDB00594
gamma-glutamylserine,615,Peptide,Gamma-glutamyl Amino Acid,54914,LC/MS Pos Early,100009231,1351,235.0925,,5875-35-4,,
gamma-glutamylthreonine,611,Peptide,Gamma-glutamyl Amino Acid,33364,LC/MS Pos Early,100001314,1750,249.1081,76078708,5652-48-2,,HMDB29159
gamma-glutamyltyrosine,613,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518,311.1238,94340,7432-23-7,,HMDB11741
gamma-glutamylvaline,614,Peptide,Gamma-glutamyl Amino Acid,43829,LC/MS Polar,100001126,3000,245.1143,7015683,2746-34-1,,HMDB11172
gamma-tocopherol/beta-tocopherol,4279,Cofactors and Vitamins,Tocopherol Metabolism,52473,LC/MS Pos Late,100008998,2384,416.3643,,,,
gamma-tocotrienol,4264,Cofactors and Vitamins,Tocopherol Metabolism,37501,LC/MS Pos Late,100001981,1918,410.3179,5282349,14101-61-2,C14155,HMDB12958
genistein,4568,Xenobiotics,Food Component/Plant,32448,LC/MS Neg,100001221,3754,269.0455,5280961,446-72-0,C06563,HMDB03217
genistein glucuronide*,4569,Xenobiotics,Food Component/Plant,62063,LC/MS Neg,100020216,2895,445.0776,,,,
genistein sulfate*,4739,Xenobiotics,Food Component/Plant,62061,LC/MS Neg,100020207,3616,349.0024,,,,
gentisate,213,Amino Acid,Tyrosine Metabolism,18280,LC/MS Neg,100000447,1459.8,153.0193,3469,490-79-9,C00628,HMDB00152
gentisic acid-5-glucoside,5950,Xenobiotics,Chemical,48729,LC/MS Neg,100006372,1434,315.0722,10914066,1820-89-9,,
ginkgolic acid C13:0,4587,Xenobiotics,Food Component/Plant,64190,LC/MS Polar,100021250,680,319.2279,161306,20261-38-5,,HMDB38520
ginkgolic acid C15:1,4589,Xenobiotics,Food Component/Plant,64200,LC/MS Polar,100021252,677,345.2435,5281858,22910-60-7,C10794,
ginkgolic acid C17:1,4592,Xenobiotics,Food Component/Plant,64206,LC/MS Polar,100021255,674,373.2748,5469634,111047-30-4,,HMDB38522
GlcNAc sulfate conjugate of C21H34O2 steroid,6102,Partially Characterized Molecules,Partially Characterized Molecules,63699,LC/MS Neg,100021726,4336.7,299.6386,,,,
gluconate,4671,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922,195.051,10690,527-07-1,C00257,HMDB00625
glucosamine 6-sulfate,1358,Carbohydrate,Aminosugar Metabolism,21296,LC/MS Polar,100000702,2113,258.0289,72361,91674-26-9,,HMDB00592
glucose,1181,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48152,LC/MS Polar,572,2342,225.0616,5793,50-99-7,C00031,HMDB00122
glucuronate,1361,Carbohydrate,Aminosugar Metabolism,15443,LC/MS Polar,100000257,3233.3,193.0354,444791,207300-70-7,C00191,HMDB00127
glucuronide of C10H18O2 (1)*,6038,Partially Characterized Molecules,Partially Characterized Molecules,61881,LC/MS Neg,100019990,2728,345.1555,,,,
glucuronide of C10H18O2 (7)*,6044,Partially Characterized Molecules,Partially Characterized Molecules,61887,LC/MS Neg,100020014,3790,345.1555,,,,
glucuronide of C10H18O2 (8)*,6045,Partially Characterized Molecules,Partially Characterized Molecules,61888,LC/MS Neg,100020015,3865,345.1555,,,,
glucuronide of C16H30O4 (1)*,6063,Partially Characterized Molecules,Partially Characterized Molecules,61880,LC/MS Neg,100019989,4215,461.2392,,,,
glucuronide of piperine metabolite C17H21NO3 (1)*,4868,Xenobiotics,Food Component/Plant,62288,LC/MS Neg,100020489,3814,462.177,,,,
glucuronide of piperine metabolite C17H21NO3 (4)*,4871,Xenobiotics,Food Component/Plant,62291,LC/MS Neg,100020492,3992,462.177,,,,
glucuronide of piperine metabolite C17H21NO3 (6)*,4873,Xenobiotics,Food Component/Plant,62293,LC/MS Neg,100020494,4136,462.177,,,,
glutamate,43,Amino Acid,Glutamate Metabolism,57,LC/MS Pos Early,561,1500,148.0604,611,56-86-0,C00025,HMDB00148
"glutamate, gamma-methyl ester",52,Amino Acid,Glutamate Metabolism,33487,LC/MS Pos Early,100001103,2170,162.0761,68662,1499-55-4;1499-55-4,,HMDB61715
glutamine,44,Amino Acid,Glutamate Metabolism,53,LC/MS Pos Early,563,1291,147.0764,5961,56-85-9,C00064,HMDB00641
